Time,header.seq,header.stamp.secs,header.stamp.nsecs,header.frame_id,magnetic_field.x,magnetic_field.y,magnetic_field.z,magnetic_field_covariance_0,magnetic_field_covariance_1,magnetic_field_covariance_2,magnetic_field_covariance_3,magnetic_field_covariance_4,magnetic_field_covariance_5,magnetic_field_covariance_6,magnetic_field_covariance_7,magnetic_field_covariance_8
1646524465.6970494,144,0,0,,-0.1607,0.6338,-0.0189,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1646524465.7216482,145,0,0,,-0.1559,0.6288,-0.0187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1646524465.7466102,146,0,0,,-0.1578,0.6269,-0.0176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1646524465.771821,147,0,0,,-0.1587,0.6338,-0.0144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1646524465.7966378,148,0,0,,-0.1607,0.6318,-0.0156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1646524465.8223293,149,0,0,,-0.1588,0.6289,-0.0177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1646524465.8472877,150,0,0,,-0.1578,0.6289,-0.0187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1646524465.8722124,151,0,0,,-0.1597,0.6347,-0.0156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1646524465.8970551,152,0,0,,-0.1568,0.6279,-0.0176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1646524465.922015,153,0,0,,-0.1597,0.6299,-0.0166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1646524465.9468594,154,0,0,,-0.1569,0.6269,-0.0176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1646524465.9719543,155,0,0,,-0.1588,0.6279,-0.0166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1646524465.9966683,156,0,0,,-0.1578,0.6298,-0.021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
