Time,header.seq,header.stamp.secs,header.stamp.nsecs,header.frame_id,magnetic_field.x,magnetic_field.y,magnetic_field.z,magnetic_field_covariance_0,magnetic_field_covariance_1,magnetic_field_covariance_2,magnetic_field_covariance_3,magnetic_field_covariance_4,magnetic_field_covariance_5,magnetic_field_covariance_6,magnetic_field_covariance_7,magnetic_field_covariance_8
1646524760.5379183,11938,0,0,,0.1255,0.3971,-0.0381,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1646524760.5629275,11939,0,0,,0.1256,0.4019,-0.036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1646524760.587798,11940,0,0,,0.1246,0.4029,-0.0316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1646524760.6126487,11941,0,0,,0.1255,0.4,-0.0371,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1646524760.6377125,11942,0,0,,0.1237,0.4098,-0.0339,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1646524760.6626773,11943,0,0,,0.1236,0.4039,-0.0372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1646524760.6873116,11944,0,0,,0.1236,0.4,-0.0327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1646524760.7124388,11945,0,0,,0.1236,0.402,-0.0372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1646524760.738077,11946,0,0,,0.1265,0.4019,-0.0359,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1646524760.7631037,11947,0,0,,0.1257,0.4088,-0.0327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1646524760.7879689,11948,0,0,,0.1266,0.4058,-0.0371,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1646524760.8129714,11949,0,0,,0.1246,0.4049,-0.0338,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1646524760.8377817,11950,0,0,,0.1217,0.4039,-0.0362,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1646524760.8629172,11951,0,0,,0.1227,0.402,-0.0328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1646524760.8877058,11952,0,0,,0.1217,0.4039,-0.0351,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1646524760.9126828,11953,0,0,,0.1256,0.4019,-0.0327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1646524760.9382305,11954,0,0,,0.1267,0.4127,-0.0339,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1646524760.9623177,11955,0,0,,0.1236,0.4039,-0.0383,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1646524760.9874713,11956,0,0,,0.1266,0.4058,-0.0327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1646524761.0131936,11957,0,0,,0.1237,0.4088,-0.0306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1646524761.038193,11958,0,0,,0.1256,0.4019,-0.0349,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1646524761.0630553,11959,0,0,,0.1236,0.399,-0.0327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1646524761.08803,11960,0,0,,0.1256,0.4049,-0.0327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1646524761.1129107,11961,0,0,,0.1257,0.4088,-0.035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1646524761.1377153,11962,0,0,,0.1227,0.4039,-0.0306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1646524761.1626384,11963,0,0,,0.1246,0.4039,-0.0327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1646524761.1876004,11964,0,0,,0.1237,0.4059,-0.0372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1646524761.212452,11965,0,0,,0.1247,0.4098,-0.0339,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1646524761.2373261,11966,0,0,,0.1236,0.4029,-0.0339,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1646524761.2632172,11967,0,0,,0.1227,0.4049,-0.0361,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1646524761.2881472,11968,0,0,,0.1256,0.4049,-0.0338,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1646524761.3130646,11969,0,0,,0.1237,0.4059,-0.0361,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1646524761.3380158,11970,0,0,,0.1247,0.4078,-0.0339,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1646524761.3628757,11971,0,0,,0.1227,0.4078,-0.0373,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1646524761.3877666,11972,0,0,,0.1256,0.4058,-0.0338,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1646524761.412736,11973,0,0,,0.1227,0.4069,-0.0317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1646524761.438108,11974,0,0,,0.1246,0.4049,-0.0383,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1646524761.4625247,11975,0,0,,0.1246,0.4049,-0.0361,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1646524761.4875934,11976,0,0,,0.1247,0.4068,-0.0283,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1646524761.5122492,11977,0,0,,0.1218,0.4069,-0.0307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1646524761.5373096,11978,0,0,,0.1256,0.4049,-0.0327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1646524761.5631573,11979,0,0,,0.1256,0.4068,-0.0349,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1646524761.5879872,11980,0,0,,0.1227,0.4068,-0.034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1646524761.6130812,11981,0,0,,0.1237,0.4029,-0.0317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1646524761.6379504,11982,0,0,,0.1227,0.4059,-0.0328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1646524761.6628485,11983,0,0,,0.1217,0.402,-0.0339,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1646524761.687684,11984,0,0,,0.1228,0.4108,-0.0296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1646524761.7126493,11985,0,0,,0.1256,0.4,-0.0315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1646524761.737533,11986,0,0,,0.1256,0.4049,-0.036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1646524761.7623236,11987,0,0,,0.1256,0.4068,-0.036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1646524761.78736,11988,0,0,,0.1237,0.4039,-0.035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1646524761.8131697,11989,0,0,,0.1258,0.4146,-0.035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1646524761.838172,11990,0,0,,0.1227,0.4039,-0.035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1646524761.8629546,11991,0,0,,0.1217,0.4049,-0.0307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1646524761.887901,11992,0,0,,0.1258,0.4156,-0.0328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1646524761.9128208,11993,0,0,,0.1256,0.4068,-0.036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1646524761.9378605,11994,0,0,,0.1247,0.4088,-0.0372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1646524761.9627314,11995,0,0,,0.1256,0.4029,-0.0316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1646524761.9876432,11996,0,0,,0.1246,0.4049,-0.035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1646524762.0125968,11997,0,0,,0.1246,0.4049,-0.0372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1646524762.0374107,11998,0,0,,0.1256,0.4068,-0.0349,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1646524762.0633118,11999,0,0,,0.1246,0.4049,-0.0327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1646524762.088155,12000,0,0,,0.1228,0.4098,-0.0285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1646524762.1131623,12001,0,0,,0.1246,0.4029,-0.0294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1646524762.1379895,12002,0,0,,0.1238,0.4117,-0.034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1646524762.1629736,12003,0,0,,0.1246,0.4,-0.0371,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1646524762.1879978,12004,0,0,,0.1246,0.4049,-0.0327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1646524762.2126524,12005,0,0,,0.1217,0.402,-0.035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1646524762.2376354,12006,0,0,,0.1227,0.4039,-0.0317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1646524762.2625234,12007,0,0,,0.1246,0.4029,-0.0294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1646524762.2874746,12008,0,0,,0.1247,0.4068,-0.0372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1646524762.3122826,12009,0,0,,0.1247,0.4107,-0.0339,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1646524762.3383145,12010,0,0,,0.1247,0.4088,-0.0328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1646524762.3632333,12011,0,0,,0.1256,0.4029,-0.0349,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1646524762.3880908,12012,0,0,,0.1236,0.402,-0.0383,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1646524762.4130104,12013,0,0,,0.1246,0.4049,-0.035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1646524762.4379025,12014,0,0,,0.1236,0.402,-0.0361,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1646524762.4628353,12015,0,0,,0.1236,0.402,-0.0361,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1646524762.4876966,12016,0,0,,0.1257,0.4088,-0.0327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1646524762.512628,12017,0,0,,0.1227,0.4029,-0.035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1646524762.5375288,12018,0,0,,0.1247,0.4088,-0.0317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1646524762.5624676,12019,0,0,,0.1226,0.4029,-0.0405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1646524762.587426,12020,0,0,,0.1266,0.4058,-0.036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1646524762.613136,12021,0,0,,0.1246,0.4029,-0.0405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1646524762.6381786,12022,0,0,,0.1236,0.4029,-0.0339,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1646524762.6630373,12023,0,0,,0.1227,0.4049,-0.035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1646524762.687946,12024,0,0,,0.1246,0.4019,-0.0404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1646524762.7129002,12025,0,0,,0.1266,0.4049,-0.0327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1646524762.7377377,12026,0,0,,0.1257,0.4078,-0.0327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1646524762.762763,12027,0,0,,0.1236,0.4029,-0.0361,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1646524762.7875881,12028,0,0,,0.1237,0.4049,-0.0361,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1646524762.8124566,12029,0,0,,0.1245,0.399,-0.0393,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1646524762.8375106,12030,0,0,,0.1256,0.4039,-0.0382,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1646524762.8623183,12031,0,0,,0.1247,0.4078,-0.0361,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1646524762.8882284,12032,0,0,,0.1236,0.3981,-0.0371,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1646524762.9130554,12033,0,0,,0.1245,0.4,-0.0393,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1646524762.9380229,12034,0,0,,0.1265,0.4,-0.0414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1646524762.9630835,12035,0,0,,0.1246,0.4029,-0.036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1646524762.9878876,12036,0,0,,0.1245,0.398,-0.0404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1646524763.012855,12037,0,0,,0.1265,0.399,-0.0359,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1646524763.0376916,12038,0,0,,0.1236,0.4029,-0.0372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1646524763.0627189,12039,0,0,,0.1246,0.4029,-0.0394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1646524763.0875866,12040,0,0,,0.1265,0.399,-0.0392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1646524763.1124732,12041,0,0,,0.1246,0.4058,-0.0383,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1646524763.1373441,12042,0,0,,0.1265,0.4019,-0.0359,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1646524763.163164,12043,0,0,,0.1246,0.4019,-0.036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1646524763.1872342,12044,0,0,,0.1236,0.399,-0.0393,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1646524763.212967,12045,0,0,,0.1266,0.4049,-0.0349,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1646524763.2380633,12046,0,0,,0.1246,0.401,-0.0415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1646524763.2629032,12047,0,0,,0.1226,0.401,-0.035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1646524763.2878582,12048,0,0,,0.1226,0.3981,-0.0394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1646524763.312663,12049,0,0,,0.1246,0.4029,-0.036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1646524763.3375626,12050,0,0,,0.1255,0.399,-0.0382,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1646524763.3624902,12051,0,0,,0.1235,0.3971,-0.0437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1646524763.3875015,12052,0,0,,0.1265,0.4029,-0.0404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1646524763.41255,12053,0,0,,0.1246,0.399,-0.0338,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1646524763.4384596,12054,0,0,,0.1256,0.4039,-0.0327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1646524763.4631305,12055,0,0,,0.1264,0.3941,-0.0392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1646524763.4880812,12056,0,0,,0.1246,0.401,-0.0404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1646524763.512911,12057,0,0,,0.1265,0.3971,-0.037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1646524763.537933,12058,0,0,,0.1226,0.4,-0.0394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1646524763.5627873,12059,0,0,,0.1256,0.4019,-0.036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1646524763.5877488,12060,0,0,,0.1237,0.4059,-0.0372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1646524763.6126266,12061,0,0,,0.1246,0.4049,-0.035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1646524763.637505,12062,0,0,,0.1226,0.399,-0.0372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1646524763.6624382,12063,0,0,,0.1226,0.402,-0.0394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1646524763.6879857,12064,0,0,,0.1255,0.4,-0.0415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1646524763.7132192,12065,0,0,,0.1256,0.4019,-0.0338,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1646524763.7372406,12066,0,0,,0.1256,0.4029,-0.0404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1646524763.7629883,12067,0,0,,0.1245,0.3971,-0.0437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1646524763.7880402,12068,0,0,,0.1266,0.4039,-0.0371,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1646524763.8128395,12069,0,0,,0.1255,0.4,-0.0404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1646524763.83778,12070,0,0,,0.1245,0.3961,-0.0349,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1646524763.8626485,12071,0,0,,0.1237,0.4059,-0.0361,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1646524763.8875387,12072,0,0,,0.1256,0.4029,-0.0382,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1646524763.9125113,12073,0,0,,0.1266,0.4019,-0.0315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1646524763.937755,12074,0,0,,0.1236,0.401,-0.0394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1646524763.9622958,12075,0,0,,0.1256,0.4019,-0.0382,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1646524763.988291,12076,0,0,,0.1256,0.401,-0.0338,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1646524764.0131052,12077,0,0,,0.1236,0.399,-0.0405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1646524764.038041,12078,0,0,,0.1236,0.401,-0.0361,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1646524764.062963,12079,0,0,,0.1245,0.4,-0.0393,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1646524764.0878532,12080,0,0,,0.1265,0.4019,-0.0404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1646524764.1130192,12081,0,0,,0.1255,0.399,-0.0359,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1646524764.1375682,12082,0,0,,0.1245,0.4,-0.0393,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1646524764.1626985,12083,0,0,,0.1246,0.4019,-0.0404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1646524764.1875005,12084,0,0,,0.1245,0.399,-0.0393,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1646524764.2122955,12085,0,0,,0.1256,0.4019,-0.0382,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1646524764.2382083,12086,0,0,,0.1236,0.4049,-0.0405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1646524764.2632332,12087,0,0,,0.1236,0.402,-0.0383,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1646524764.2883265,12088,0,0,,0.1266,0.4029,-0.0304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1646524764.3129504,12089,0,0,,0.1266,0.4078,-0.036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1646524764.3378904,12090,0,0,,0.1246,0.4029,-0.0382,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1646524764.362834,12091,0,0,,0.1227,0.4049,-0.035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1646524764.3877456,12092,0,0,,0.1246,0.4,-0.0371,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1646524764.4127398,12093,0,0,,0.1236,0.401,-0.0349,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1646524764.4375477,12094,0,0,,0.1247,0.4078,-0.035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1646524764.4624302,12095,0,0,,0.1255,0.4,-0.036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1646524764.4876947,12096,0,0,,0.1256,0.4078,-0.0372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1646524764.5123053,12097,0,0,,0.1265,0.4029,-0.0382,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1646524764.5381455,12098,0,0,,0.1255,0.399,-0.0304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1646524764.5630136,12099,0,0,,0.1246,0.401,-0.0393,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1646524764.5880313,12100,0,0,,0.1256,0.4049,-0.036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1646524764.6129172,12101,0,0,,0.1236,0.401,-0.0338,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1646524764.6378999,12102,0,0,,0.1246,0.4068,-0.0427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1646524764.6627684,12103,0,0,,0.1227,0.4049,-0.0384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1646524764.687781,12104,0,0,,0.1256,0.4039,-0.0426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1646524764.7125208,12105,0,0,,0.1256,0.401,-0.0338,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1646524764.7375233,12106,0,0,,0.1227,0.4039,-0.0372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1646524764.7629266,12107,0,0,,0.1265,0.399,-0.0348,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1646524764.7882922,12108,0,0,,0.1236,0.4029,-0.0427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1646524764.813178,12109,0,0,,0.1227,0.4049,-0.035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1646524764.8380654,12110,0,0,,0.1257,0.4107,-0.0317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1646524764.8629339,12111,0,0,,0.1236,0.402,-0.0394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1646524764.888505,12112,0,0,,0.1247,0.4068,-0.0361,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1646524764.9128292,12113,0,0,,0.1256,0.4049,-0.0371,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1646524764.9376557,12114,0,0,,0.1255,0.4,-0.0338,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1646524764.962789,12115,0,0,,0.1236,0.4029,-0.0372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1646524764.9875038,12116,0,0,,0.1246,0.4039,-0.0349,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1646524765.0124664,12117,0,0,,0.1236,0.4029,-0.035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1646524765.037432,12118,0,0,,0.1256,0.4068,-0.0405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1646524765.062137,12119,0,0,,0.1246,0.4019,-0.036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1646524765.0882738,12120,0,0,,0.1236,0.4,-0.0338,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1646524765.1130748,12121,0,0,,0.1246,0.4039,-0.0349,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1646524765.137998,12122,0,0,,0.1247,0.4078,-0.0361,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1646524765.1629055,12123,0,0,,0.1246,0.401,-0.036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1646524765.1877751,12124,0,0,,0.1276,0.4078,-0.036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1646524765.2128186,12125,0,0,,0.1255,0.4019,-0.0415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1646524765.237575,12126,0,0,,0.1238,0.4127,-0.0362,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1646524765.2626162,12127,0,0,,0.1236,0.4029,-0.0372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1646524765.2873833,12128,0,0,,0.1256,0.4078,-0.0372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1646524765.3123894,12129,0,0,,0.1237,0.4078,-0.035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1646524765.3381279,12130,0,0,,0.1266,0.4088,-0.0371,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1646524765.3631237,12131,0,0,,0.1247,0.403,-0.025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1646524765.3879478,12132,0,0,,0.1256,0.4049,-0.0382,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1646524765.413551,12133,0,0,,0.1237,0.4059,-0.0361,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1646524765.4377358,12134,0,0,,0.1227,0.4049,-0.0372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1646524765.4629045,12135,0,0,,0.1246,0.399,-0.0327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1646524765.487598,12136,0,0,,0.1246,0.401,-0.0349,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1646524765.5125725,12137,0,0,,0.1267,0.4097,-0.0327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1646524765.5374212,12138,0,0,,0.1256,0.4039,-0.036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1646524765.5623326,12139,0,0,,0.1236,0.4,-0.0394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
