Time,GPS_Data.seq,GPS_Data.stamp.secs,GPS_Data.stamp.nsecs,GPS_Data.frame_id,lat,lon,alt,utm_easting,utm_northing,zone,letter
1646524489.2208803,0,0,0,,42.202417999999994,-71.053789,15.5,330446.58913676173,4674292.678323774,19,T
1646524490.2198675,0,0,0,,42.202417999999994,-71.053789,15.5,330446.58913676173,4674292.678323774,19,T
1646524491.2241151,0,0,0,,42.202417999999994,-71.053789,15.5,330446.58913676173,4674292.678323774,19,T
1646524492.218385,0,0,0,,42.202417999999994,-71.053789,15.5,330446.58913676173,4674292.678323774,19,T
1646524493.2277472,0,0,0,,42.202417999999994,-71.053789,15.5,330446.58913676173,4674292.678323774,19,T
1646524494.2198677,0,0,0,,42.202417999999994,-71.053789,15.5,330446.58913676173,4674292.678323774,19,T
1646524495.2202642,0,0,0,,42.202417999999994,-71.053789,15.5,330446.58913676173,4674292.678323774,19,T
1646524496.21961,0,0,0,,42.202417999999994,-71.053789,15.5,330446.58913676173,4674292.678323774,19,T
1646524497.2229257,0,0,0,,42.202417999999994,-71.053789,15.5,330446.58913676173,4674292.678323774,19,T
1646524498.2206898,0,0,0,,42.202417999999994,-71.053789,15.5,330446.58913676173,4674292.678323774,19,T
1646524499.2389266,0,0,0,,42.202417999999994,-71.053789,15.6,330446.58913676173,4674292.678323774,19,T
1646524500.2198737,0,0,0,,42.202417999999994,-71.053789,15.6,330446.58913676173,4674292.678323774,19,T
1646524501.2188447,0,0,0,,42.202417999999994,-71.053789,15.6,330446.58913676173,4674292.678323774,19,T
1646524502.2263253,0,0,0,,42.202417999999994,-71.053789,15.6,330446.58913676173,4674292.678323774,19,T
1646524503.2255638,0,0,0,,42.202417999999994,-71.053789,15.6,330446.58913676173,4674292.678323774,19,T
1646524504.2244272,0,0,0,,42.202417999999994,-71.053789,15.6,330446.58913676173,4674292.678323774,19,T
1646524505.222686,0,0,0,,42.202417999999994,-71.053789,15.6,330446.58913676173,4674292.678323774,19,T
1646524506.2244549,0,0,0,,42.202417999999994,-71.05378999999999,15.4,330446.5065768624,4674292.680312607,19,T
1646524507.2258694,0,0,0,,42.202414,-71.053789,15.2,330446.5784371466,4674292.234164322,19,T
1646524508.2217503,0,0,0,,42.202403000000004,-71.053784,15.1,330446.96181280166,4674291.002781675,19,T
1646524509.2198265,0,0,0,,42.202389000000004,-71.05378,14.5,330447.25460400095,4674289.440268291,19,T
1646524510.2243903,0,0,0,,42.202372,-71.053779,14.1,330447.29169082677,4674287.550601804,19,T
1646524511.2208827,0,0,0,,42.202352,-71.053782,13.9,330446.99051311216,4674285.335771035,19,T
1646524512.2221532,0,0,0,,42.202332,-71.053795,13.8,330445.86373515375,4674283.14082862,19,T
1646524513.2255511,0,0,0,,42.202313000000004,-71.053816,13.4,330444.07915116986,4674281.072837072,19,T
1646524514.2214792,0,0,0,,42.202294,-71.053836,13.2,330442.3771262211,4674279.002857077,19,T
1646524515.223924,0,0,0,,42.202273999999996,-71.053856,12.7,330440.67242531874,4674276.821837605,19,T
1646524516.2232542,0,0,0,,42.202251,-71.053871,12.3,330439.37249895115,4674274.297754371,19,T
