%time,field.header.seq,field.header.stamp,field.header.frame_id,field.latitude,field.longitude,field.altitude,field.utm_easting,field.utm_northing,field.zone,field.letter,field.quality
1645223493087285935,647,1645223493083547592,gps_data,42.337176666666664,-71.09057333333334,13.1,327777.0832402769,4689330.263325537,19,T,4
1645223494083111339,648,1645223494081508398,gps_data,42.337175,-71.09056833333334,13.1,327777.49061115284,4689330.068127848,19,T,4
1645223495081368898,649,1645223495079185247,gps_data,42.33717333333333,-71.09055666666667,13.2,327778.4472098381,4689329.85942753,19,T,4
1645223496079385569,650,1645223496077252864,gps_data,42.33717333333333,-71.09054666666667,13.1,327779.2710515186,4689329.839173634,19,T,4
1645223497075950911,651,1645223497075474023,gps_data,42.33717333333333,-71.090535,13.2,327780.2322001422,4689329.81554421,19,T,4
1645223498073430186,652,1645223498072027683,gps_data,42.33717333333333,-71.09052166666666,13.2,327781.33065571485,4689329.788539317,19,T,4
1645223499087269955,653,1645223499086740493,gps_data,42.33717166666667,-71.09051,13.2,327782.28725452453,4689329.57983953,19,T,4
1645223500068862121,654,1645223500066130876,gps_data,42.33717166666667,-71.09049833333333,13.2,327783.24840317364,4689329.556210523,19,T,4
1645223501083836075,655,1645223501081640005,gps_data,42.33717333333333,-71.09048666666666,13.3,327784.2141015856,4689329.717652293,19,T,4
1645223502079687490,656,1645223502077042579,gps_data,42.33717333333333,-71.09048,13.3,327784.7633293705,4689329.7041501375,19,T,4
1645223503072200605,657,1645223503071878671,gps_data,42.33717333333333,-71.09047666666666,13.3,327785.0379432607,4689329.697399075,19,T,4
1645223504068812601,658,1645223504067529916,gps_data,42.33717333333333,-71.09047333333334,13.3,327785.31255715294,4689329.690648024,19,T,4
1645223505084778868,659,1645223505084356307,gps_data,42.33717166666667,-71.09047,13.2,327785.5826213178,4689329.498826338,19,T,4
1645223506084429131,660,1645223506082974672,gps_data,42.33717166666667,-71.090465,13.3,327785.9945421659,4689329.488699798,19,T,4
1645223507080726186,661,1645223507077180385,gps_data,42.33717166666667,-71.09046,13.3,327786.40646301385,4689329.478573282,19,T,4
1645223508077137021,662,1645223508075207710,gps_data,42.33717166666667,-71.090455,13.3,327786.8183838616,4689329.46844679,19,T,4
1645223509072138964,663,1645223509071627855,gps_data,42.33717333333333,-71.09045166666667,13.3,327787.09754744824,4689329.646766456,19,T,4
1645223510075989301,664,1645223510073653221,gps_data,42.33717166666667,-71.09044833333333,13.3,327787.3676116599,4689329.454944839,19,T,4
1645223511090147907,665,1645223511088664054,gps_data,42.33717333333333,-71.09044666666667,13.3,327787.50946828705,4689329.636640005,19,T,4
1645223512068055206,666,1645223512066506147,gps_data,42.33717333333333,-71.09044333333334,13.3,327787.78408217675,4689329.6298890505,19,T,4
1645223513081623016,667,1645223513080245494,gps_data,42.33717333333333,-71.09043833333334,13.3,327788.1960030133,4689329.6197626395,19,T,4
1645223514085659447,668,1645223514083407640,gps_data,42.33717166666667,-71.090435,13.3,327788.4660672559,4689329.427941067,19,T,4
1645223515080304794,669,1645223515079203367,gps_data,42.33717,-71.09043166666666,13.3,327788.73613150883,4689329.236119503,19,T,4
1645223516082870897,670,1645223516080945491,gps_data,42.33716666666667,-71.09042833333334,13.2,327789.00164614234,4689328.859227303,19,T,4
1645223517078556897,671,1645223517077984333,gps_data,42.337163333333336,-71.09043,13.3,327788.85523990385,4689328.492461462,19,T,4
1645223518073556426,672,1645223518072992086,gps_data,42.33716,-71.09043,13.3,327788.8461406252,4689328.122320167,19,T,4
1645223519068399402,673,1645223519067993640,gps_data,42.337156666666665,-71.09043166666666,13.3,327788.699734364,4689327.755554329,19,T,4
1645223520085905175,674,1645223520083523035,gps_data,42.33715333333333,-71.09043333333334,13.3,327788.55332808883,4689327.388788492,19,T,4
1645223521073790032,675,1645223521071616411,gps_data,42.33715,-71.09043333333334,13.3,327788.5442287974,4689327.0186472,19,T,4
1645223522075718734,676,1645223522072619676,gps_data,42.33714666666667,-71.090435,13.3,327788.3978225058,4689326.651881366,19,T,4
1645223523080507150,677,1645223523079547643,gps_data,42.33714333333333,-71.09043333333334,13.3,327788.5260302163,4689326.278364615,19,T,4
1645223524080466136,678,1645223524078561067,gps_data,42.33714,-71.090435,13.3,327788.37962391134,4689325.91159878,19,T,4
1645223525075623730,679,1645223525074060440,gps_data,42.337136666666666,-71.09043666666666,13.3,327788.2332175883,4689325.544832951,19,T,4
1645223526073321473,680,1645223526071830511,gps_data,42.337131666666664,-71.09043666666666,13.3,327788.21956863394,4689324.989621012,19,T,4
1645223527069335273,681,1645223527068151712,gps_data,42.33712833333333,-71.09043833333334,13.3,327788.0731622869,4689324.622855184,19,T,4
1645223528086249813,682,1645223528085882902,gps_data,42.337125,-71.09043833333334,13.3,327788.064062978,4689324.252713892,19,T,4
1645223529083985749,683,1645223529082232236,gps_data,42.33712166666667,-71.09043833333334,13.3,327788.05496366986,4689323.882572602,19,T,4
1645223530081437422,684,1645223530080333232,gps_data,42.337118333333336,-71.09043833333334,13.3,327788.04586436215,4689323.512431311,19,T,4
1645223531083814303,685,1645223531082467079,gps_data,42.337113333333335,-71.09044,13.3,327787.89490832627,4689322.96059484,19,T,4
1645223532081591562,686,1645223532080275535,gps_data,42.33711,-71.09044,13.3,327787.8858090128,4689322.590453551,19,T,4
1645223533078560198,687,1645223533077683210,gps_data,42.337106666666664,-71.09044,13.3,327787.8767096999,4689322.220312259,19,T,4
1645223534072523575,688,1645223534072170019,gps_data,42.33710333333333,-71.09044166666666,13.3,327787.7303032903,4689321.853546437,19,T,4
1645223535075051220,689,1645223535073199510,gps_data,42.3371,-71.09044166666666,13.3,327787.7212039714,4689321.483405149,19,T,4
1645223536072976822,690,1645223536070452213,gps_data,42.337095,-71.09044333333334,13.3,327787.57024787646,4689320.931568684,19,T,4
1645223537070374068,691,1645223537067917346,gps_data,42.33709,-71.09044333333334,13.3,327787.55659888964,4689320.37635675,19,T,4
1645223538082886700,692,1645223538080720186,gps_data,42.337086666666664,-71.09044333333334,13.3,327787.54749956576,4689320.006215459,19,T,4
1645223539081749537,693,1645223539080585718,gps_data,42.33708333333333,-71.090445,13.3,327787.4010930994,4689319.639449644,19,T,4
1645223540080406251,694,1645223540078602790,gps_data,42.33707833333333,-71.090445,13.2,327787.38744410465,4689319.084237711,19,T,4
1645223541072476392,695,1645223541071208477,gps_data,42.337073333333336,-71.090445,13.2,327787.3737951113,4689318.529025778,19,T,4
1645223542086257826,696,1645223542083855390,gps_data,42.33707,-71.09044666666667,13.2,327787.2273886152,4689318.162259966,19,T,4
1645223543077630353,697,1645223543076569080,gps_data,42.337066666666665,-71.09044666666667,13.2,327787.2182892803,4689317.792118677,19,T,4
1645223544070763390,698,1645223544068516969,gps_data,42.33706333333333,-71.09044833333333,13.2,327787.07188275945,4689317.425352869,19,T,4
1645223545081516613,699,1645223545079248189,gps_data,42.33706,-71.09044833333333,13.1,327787.06278341846,4689317.055211581,19,T,4
1645223546072649609,700,1645223546070291042,gps_data,42.33705833333333,-71.09045,13.1,327786.92092655064,4689316.87351642,19,T,4
1645223547068054435,701,1645223547066850662,gps_data,42.33705666666667,-71.09045333333333,13.1,327786.64176247874,4689316.695196749,19,T,4
1645223548067002060,702,1645223548064861297,gps_data,42.33705833333333,-71.09045666666667,13.1,327786.3716977667,4689316.887018377,19,T,4
1645223549078773164,703,1645223549076683282,gps_data,42.33705833333333,-71.09046,13.1,327786.0970833736,4689316.89376937,19,T,4
1645223550071296820,704,1645223550069896936,gps_data,42.33705833333333,-71.09046333333333,13.1,327785.82246898254,4689316.900520376,19,T,4
1645223551065778259,705,1645223551065050601,gps_data,42.33705833333333,-71.09046666666667,13.1,327785.5478545873,4689316.907271393,19,T,4
1645223552082338718,706,1645223552079590082,gps_data,42.33706,-71.09047166666667,13.1,327785.14048271964,4689317.10246858,19,T,4
1645223553076182967,707,1645223553075759649,gps_data,42.33706,-71.09047666666666,13.1,327784.7285611415,4689317.112595149,19,T,4
1645223554072278408,708,1645223554070843696,gps_data,42.33706,-71.09048166666666,13.1,327784.3166395633,4689317.122721742,19,T,4
1645223555084179474,709,1645223555083944797,gps_data,42.33706166666666,-71.09048833333334,13.1,327783.77196054836,4689317.321294547,19,T,4
1645223556084631002,710,1645223556082310199,gps_data,42.33706166666666,-71.090495,13.1,327783.22273179016,4689317.334796752,19,T,4
1645223557080022574,711,1645223557077920913,gps_data,42.33706166666666,-71.0905,13.1,327782.8108102224,4689317.344923434,19,T,4
1645223558082208729,712,1645223558080003261,gps_data,42.33706333333333,-71.09050666666667,13.1,327782.2661312615,4689317.543496359,19,T,4
1645223559079111338,713,1645223559077756643,gps_data,42.33706333333333,-71.09051166666667,13.1,327781.85420970427,4689317.553623096,19,T,4
1645223560075429978,714,1645223560073096275,gps_data,42.33706333333333,-71.09051666666667,13.1,327781.442288147,4689317.563749859,19,T,4
1645223561070468163,715,1645223561067943572,gps_data,42.33706333333333,-71.09052333333334,13.1,327780.89305940235,4689317.577252247,19,T,4
1645223562072265625,716,1645223562069980621,gps_data,42.337065,-71.09052666666666,13.1,327780.62299487344,4689317.769074104,19,T,4
1645223563090231543,717,1645223563089230775,gps_data,42.33706333333333,-71.09053,13.1,327780.34383065964,4689317.5907546785,19,T,4
1645223564074206383,718,1645223564072041034,gps_data,42.337065,-71.09053333333334,13.1,327780.073766143,4689317.782576555,19,T,4
1645223565073270106,719,1645223565070940732,gps_data,42.337065,-71.09053666666667,13.1,327779.7991517798,4689317.789327799,19,T,4
1645223566078134498,720,1645223566075958967,gps_data,42.337065,-71.09053833333333,13.1,327779.6618445961,4689317.792703424,19,T,4
1645223567086099143,721,1645223567085705041,gps_data,42.337065,-71.09054166666667,13.1,327779.3872302307,4689317.7994546825,19,T,4
1645223568084224609,722,1645223568082152128,gps_data,42.337065,-71.090545,13.1,327779.11261586525,4689317.806205953,19,T,4
1645223569081372758,723,1645223569079188585,gps_data,42.337065,-71.09054833333333,13.0,327778.83800150186,4689317.812957233,19,T,4
1645223570082722777,724,1645223570081085920,gps_data,42.337065,-71.09055166666667,13.0,327778.5633871342,4689317.819708523,19,T,4
1645223571077104605,725,1645223571075726985,gps_data,42.337065,-71.09055333333333,13.0,327778.4260799546,4689317.823084173,19,T,4
1645223572069927715,726,1645223572068265676,gps_data,42.337065,-71.090555,13.0,327778.28877277067,4689317.826459825,19,T,4
1645223573086718191,727,1645223573084422111,gps_data,42.337065,-71.09055666666667,13.0,327778.15146558685,4689317.82983548,19,T,4
1645223574078098651,728,1645223574077486991,gps_data,42.337065,-71.09055833333333,13.1,327778.0141584051,4689317.833211137,19,T,4
1645223575075155082,729,1645223575073975086,gps_data,42.337066666666665,-71.09056166666667,13.0,327777.7440939571,4689318.025033106,19,T,4
1645223576071123583,730,1645223576068862676,gps_data,42.337065,-71.090565,13.0,327777.4649296757,4689317.846713795,19,T,4
1645223577110991568,731,1645223577108423948,gps_data,42.337065,-71.09057,13.0,327777.05300812796,4689317.856840815,19,T,4
1645223578084146514,732,1645223578082889318,gps_data,42.337065,-71.09057333333334,13.0,327776.77839376,4689317.863592178,19,T,4
1645223579105051436,733,1645223579102711915,gps_data,42.337065,-71.09057666666666,13.1,327776.5037793961,4689317.870343549,19,T,4
1645223580078139127,734,1645223580077640771,gps_data,42.337066666666665,-71.09058,13.0,327776.23371498566,4689318.062165577,19,T,4
1645223581096104641,735,1645223581093822479,gps_data,42.337066666666665,-71.09058333333333,13.0,327775.95910062897,4689318.068916971,19,T,4
1645223582070452200,736,1645223582068125009,gps_data,42.337066666666665,-71.090585,13.0,327775.82179344853,4689318.072292671,19,T,4
1645223583081761312,737,1645223583080024719,gps_data,42.337066666666665,-71.09058833333333,13.1,327775.5471790917,4689318.079044081,19,T,4
1645223584083315811,738,1645223584080557107,gps_data,42.337066666666665,-71.09059166666667,13.0,327775.2725647328,4689318.085795501,19,T,4
1645223585095303810,739,1645223585094857692,gps_data,42.337068333333335,-71.090595,13.0,327775.0025003643,4689318.277617579,19,T,4
1645223586075712212,740,1645223586074120283,gps_data,42.33707,-71.090595,13.0,327775.007050355,4689318.462688224,19,T,4
