%time,field.header.seq,field.header.stamp,field.header.frame_id,field.latitude,field.longitude,field.altitude,field.utm_easting,field.utm_northing,field.zone,field.letter,field.quality
1645226445076544032,219,1645226445073777437,gps_data,42.33724333333333,-71.09256166666667,15.5,327613.45822320017,4689341.695261024,19,T,4
1645226446080574085,220,1645226446078126907,gps_data,42.33724333333333,-71.09256166666667,15.5,327613.45822320017,4689341.695261024,19,T,4
1645226447073036141,221,1645226447069780111,gps_data,42.33724333333333,-71.09256166666667,15.5,327613.45822320017,4689341.695261024,19,T,4
1645226448084547858,222,1645226448082729101,gps_data,42.33724333333333,-71.09256166666667,15.5,327613.45822320017,4689341.695261024,19,T,4
1645226449077353982,223,1645226449074248790,gps_data,42.33724333333333,-71.09256166666667,15.5,327613.45822320017,4689341.695261024,19,T,4
1645226450087120791,224,1645226450084414482,gps_data,42.33724333333333,-71.09256166666667,15.6,327613.45822320017,4689341.695261024,19,T,4
1645226451078200586,225,1645226451075850963,gps_data,42.33724333333333,-71.09256166666667,15.6,327613.45822320017,4689341.695261024,19,T,4
1645226452090243938,226,1645226452088032722,gps_data,42.33724333333333,-71.09256166666667,15.6,327613.45822320017,4689341.695261024,19,T,4
1645226453077871370,227,1645226453076609849,gps_data,42.33724333333333,-71.09256166666667,15.6,327613.45822320017,4689341.695261024,19,T,4
1645226454088497568,228,1645226454087982892,gps_data,42.33724333333333,-71.09256166666667,15.6,327613.45822320017,4689341.695261024,19,T,4
1645226455061757347,229,1645226455059182882,gps_data,42.33724333333333,-71.09256166666667,15.6,327613.45822320017,4689341.695261024,19,T,4
1645226456098218144,230,1645226456095847368,gps_data,42.33724333333333,-71.09256166666667,15.6,327613.45822320017,4689341.695261024,19,T,4
1645226457073800451,231,1645226457071462392,gps_data,42.33724333333333,-71.09256166666667,15.6,327613.45822320017,4689341.695261024,19,T,4
1645226458085832685,232,1645226458083873033,gps_data,42.33724333333333,-71.09256166666667,15.6,327613.45822320017,4689341.695261024,19,T,4
1645226459060171113,233,1645226459057576894,gps_data,42.33724333333333,-71.09256166666667,15.6,327613.45822320017,4689341.695261024,19,T,4
1645226460091954826,234,1645226460091375112,gps_data,42.33724333333333,-71.09256166666667,15.6,327613.45822320017,4689341.695261024,19,T,4
1645226461068472107,235,1645226461067102909,gps_data,42.33724333333333,-71.09256166666667,15.6,327613.45822320017,4689341.695261024,19,T,4
1645226462080605918,236,1645226462079556465,gps_data,42.33724333333333,-71.09256166666667,15.6,327613.45822320017,4689341.695261024,19,T,4
1645226463073229775,237,1645226463071871995,gps_data,42.33724333333333,-71.09256166666667,15.6,327613.45822320017,4689341.695261024,19,T,4
1645226464081766139,238,1645226464080883026,gps_data,42.33724333333333,-71.09256166666667,15.6,327613.45822320017,4689341.695261024,19,T,4
1645226465071859921,239,1645226465070119619,gps_data,42.33724333333333,-71.09256166666667,15.6,327613.45822320017,4689341.695261024,19,T,4
1645226466084404403,240,1645226466082870960,gps_data,42.33724333333333,-71.09256166666667,15.6,327613.45822320017,4689341.695261024,19,T,4
1645226467077070648,241,1645226467075473070,gps_data,42.33724333333333,-71.09256166666667,15.6,327613.45822320017,4689341.695261024,19,T,4
1645226468089526401,242,1645226468088027954,gps_data,42.33724333333333,-71.09256166666667,15.6,327613.45822320017,4689341.695261024,19,T,4
1645226469065721210,243,1645226469065118789,gps_data,42.33724333333333,-71.09256166666667,15.6,327613.45822320017,4689341.695261024,19,T,4
1645226470096957367,244,1645226470095268964,gps_data,42.33724333333333,-71.09256166666667,15.6,327613.45822320017,4689341.695261024,19,T,4
1645226471073251235,245,1645226471071640729,gps_data,42.33724333333333,-71.09256166666667,15.6,327613.45822320017,4689341.695261024,19,T,4
1645226472090297740,246,1645226472088855981,gps_data,42.33724333333333,-71.09256166666667,15.6,327613.45822320017,4689341.695261024,19,T,4
1645226473077744625,247,1645226473076215267,gps_data,42.33724333333333,-71.09256166666667,15.6,327613.45822320017,4689341.695261024,19,T,4
