%time,field.header.seq,field.header.stamp,field.header.frame_id,field.latitude,field.longitude,field.altitude,field.utm_easting,field.utm_northing,field.zone,field.letter
1644338373668329431,91,1644338373667733669,,42.341095,-71.097335,8.5,327230.76085207943,4689779.082048728,19.0,T
1644338374650778856,92,1644338374650340318,,42.341095,-71.09733666666666,8.6,327230.62355361995,4689779.085435387,19.0,T
1644338375673107316,93,1644338375672679901,,42.341095,-71.09734,8.6,327230.348956703,4689779.092208712,19.0,T
1644338376674504349,94,1644338376673425674,,42.34109333333333,-71.09734166666667,8.7,327230.2070932016,4689778.910524544,19.0,T
1644338377657517683,95,1644338377657015562,,42.341091666666664,-71.09734333333333,8.7,327230.065229691,4689778.728840381,19.0,T
1644338378653748248,96,1644338378653162002,,42.341091666666664,-71.097345,8.7,327229.9279312262,4689778.732227053,19.0,T
1644338379660286578,97,1644338379659856557,,42.34109,-71.09734666666667,8.7,327229.7860677069,4689778.550542894,19.0,T
1644338380676453706,98,1644338380675886869,,42.34109,-71.09734833333333,8.8,327229.6487692364,4689778.553929572,19.0,T
1644338381676172208,99,1644338381675742864,,42.34108833333333,-71.09735166666667,8.8,327229.3696072342,4689778.3756321,19.0,T
1644338382661889774,100,1644338382661328315,,42.34108833333333,-71.09735333333333,8.9,327229.23230876005,4689778.379018785,19.0,T
1644338383678160029,101,1644338383677735090,,42.34108666666667,-71.09735666666667,8.9,327228.9531467377,4689778.200721333,19.0,T
1644338384654995959,102,1644338384654565095,,42.341085,-71.09735833333333,8.9,327228.81128318247,4689778.019037192,19.0,T
1644338385663490204,103,1644338385662883520,,42.34108333333333,-71.09736166666667,9.0,327228.5321211349,4689777.840739753,19.0,T
1644338386680464282,104,1644338386679865598,,42.34108166666667,-71.09736333333333,9.0,327228.3902575617,4689777.659055621,19.0,T
1644338387680349842,105,1644338387679902791,,42.34108,-71.097365,8.9,327228.2483939793,4689777.477371492,19.0,T
1644338388662871550,106,1644338388662385702,,42.341078333333336,-71.09736666666667,8.9,327228.10653038975,4689777.295687365,19.0,T
1644338389681182297,107,1644338389680728673,,42.341076666666666,-71.09737,8.9,327227.8273682975,4689777.117389954,19.0,T
1644338390683472246,108,1644338390683032035,,42.341075000000004,-71.09737333333334,8.9,327227.54820618883,4689776.939092551,19.0,T
1644338391683578704,109,1644338391683111429,,42.341073333333334,-71.097375,8.8,327227.4063425727,4689776.757408439,19.0,T
1644338392659141092,110,1644338392658710956,,42.34107,-71.09737666666666,8.8,327227.2599138292,4689776.390653495,19.0,T
1644338393682982531,111,1644338393682551622,,42.34106833333333,-71.09738,8.7,327226.98075167945,4689776.212356115,19.0,T
1644338394686139022,112,1644338394685306549,,42.34106666666667,-71.09738166666666,8.7,327226.8388880327,4689776.030672013,19.0,T
1644338395667518049,113,1644338395667086124,,42.34106333333333,-71.097385,8.6,327226.55516072,4689775.6673038155,19.0,T
1644338396668491338,114,1644338396667936563,,42.34106166666667,-71.09738666666667,8.5,327226.4132970539,4689775.485619721,19.0,T
1644338397669436625,115,1644338397668589115,,42.34106,-71.09738833333333,8.5,327226.2714333787,4689775.303935629,19.0,T
1644338398668056461,116,1644338398667689800,,42.34105666666667,-71.09739166666667,8.5,327225.987706011,4689774.940567455,19.0,T
1644338399669332502,117,1644338399668900966,,42.341055,-71.09739333333333,8.5,327225.84584231436,4689774.758883372,19.0,T
1644338400669313965,118,1644338400668886184,,42.341053333333335,-71.09739666666667,8.5,327225.566680064,4689774.580586047,19.0,T
1644338401668953661,119,1644338401668414831,,42.341051666666665,-71.0974,8.5,327225.2875177971,4689774.402288731,19.0,T
1644338402681725437,120,1644338402681287050,,42.34104833333333,-71.09740333333333,8.5,327225.00379034143,4689774.038920593,19.0,T
1644338403671478259,121,1644338403671090602,,42.341046666666664,-71.097405,8.4,327224.86192660185,4689773.857236529,19.0,T
1644338404672473158,122,1644338404672091960,,42.34104333333333,-71.09740833333333,8.4,327224.5781991055,4689773.493868408,19.0,T
1644338405671698688,123,1644338405671318292,,42.34104166666667,-71.09741333333334,8.4,327224.16173819604,4689773.318957915,19.0,T
1644338406673778981,124,1644338406673403501,,42.34103833333333,-71.097415,8.3,327224.0153092217,4689772.952203032,19.0,T
1644338407672987782,125,1644338407672604560,,42.341035,-71.09741833333334,8.3,327223.73158164474,4689772.588834941,19.0,T
1644338408667938207,126,1644338408667541265,,42.341031666666666,-71.09742166666666,8.3,327223.44785403914,4689772.225466863,19.0,T
1644338409669977146,127,1644338409669425725,,42.341028333333334,-71.09742666666666,8.3,327223.02682780166,4689771.8654856,19.0,T
1644338410676823052,128,1644338410676214694,,42.341025,-71.09743,8.3,327222.7431001318,4689771.50211755,19.0,T
1644338411676465604,129,1644338411676024913,,42.34102166666667,-71.09743333333333,8.2,327222.45937243337,4689771.13874951,19.0,T
1644338412675841251,130,1644338412675260066,,42.34101833333333,-71.09743833333333,8.1,327222.03834608116,4689770.778768303,19.0,T
1644338413675131092,131,1644338413674689531,,42.34101666666667,-71.09744166666667,8.1,327221.7591835755,4689770.600471122,19.0,T
1644338414676914862,132,1644338414676520586,,42.341013333333336,-71.097445,8.0,327221.4754557912,4689770.2371031195,19.0,T
1644338415678590588,133,1644338415678175449,,42.34101,-71.09745,8.0,327221.0544293327,4689769.877121968,19.0,T
1644338416677863054,134,1644338416677485227,,42.341006666666665,-71.097455,8.0,327220.63340283325,4689769.517140843,19.0,T
1644338417678510436,135,1644338417677855491,,42.34100333333333,-71.09745833333334,8.0,327220.3496749489,4689769.153772884,19.0,T
1644338418680144181,136,1644338418679335832,,42.341,-71.09746333333334,8.0,327219.9286483705,4689768.793791797,19.0,T
1644338419680691468,137,1644338419679761886,,42.34099666666667,-71.09746666666666,8.0,327219.64492042176,4689768.430423865,19.0,T
1644338420695104217,138,1644338420694663763,,42.34099333333333,-71.09747166666666,7.9,327219.2238937644,4689768.070442819,19.0,T
1644338421697753293,139,1644338421697299718,,42.34099,-71.097475,7.9,327218.9401657514,4689767.707074912,19.0,T
1644338422690586458,140,1644338422690126419,,42.340986666666666,-71.09747833333333,7.9,327218.6564377098,4689767.3437070185,19.0,T
1644338423680983336,141,1644338423680525302,,42.340983333333334,-71.09748333333333,7.9,327218.2354109378,4689766.983726029,19.0,T
1644338424696836998,142,1644338424696394205,,42.34098,-71.09748666666667,7.8,327217.95168283395,4689766.620358162,19.0,T
1644338425681391302,143,1644338425680969953,,42.34097666666667,-71.09749166666667,7.8,327217.5306559809,4689766.260377214,19.0,T
1644338426693252649,144,1644338426692803144,,42.34097333333333,-71.097495,7.8,327217.24692781066,4689765.897009373,19.0,T
1644338427700368475,145,1644338427699851274,,42.34097,-71.09749833333333,7.8,327216.963199614,4689765.533641542,19.0,T
1644338428682288606,146,1644338428681894063,,42.34096666666667,-71.09750333333334,7.8,327216.54217264627,4689765.173660651,19.0,T
1644338429683586778,147,1644338429683143854,,42.340963333333335,-71.09750666666666,7.8,327216.25844438525,4689764.810292848,19.0,T
1644338430701431677,148,1644338430700987577,,42.34095833333333,-71.09751,7.7,327215.97015069483,4689764.261854225,19.0,T
1644338431686290195,149,1644338431685715436,,42.34095666666666,-71.097515,7.7,327215.55368901324,4689764.08694422,19.0,T
1644338432696981443,150,1644338432696542501,,42.34095333333333,-71.09751833333333,7.7,327215.26996065734,4689763.723576455,19.0,T
1644338433686300124,151,1644338433685861349,,42.34095,-71.09752166666667,7.6,327214.9862322728,4689763.360208701,19.0,T
1644338434700237854,152,1644338434699604272,,42.34094666666667,-71.097525,7.6,327214.7025038599,4689762.996840958,19.0,T
1644338435687375005,153,1644338435686933040,,42.340945,-71.09752666666667,7.5,327214.56063964375,4689762.815157089,19.0,T
1644338436688091147,154,1644338436687508106,,42.340943333333335,-71.09752833333333,7.5,327214.4187754184,4689762.633473226,19.0,T
1644338437704479433,155,1644338437704089641,,42.340941666666666,-71.09752833333333,7.6,327214.4142099811,4689762.448402393,19.0,T
1644338438709961127,156,1644338438704453706,,42.34094,-71.09753,7.6,327214.2723457451,4689762.266718532,19.0,T
1644338439685489119,157,1644338439685047149,,42.340938333333334,-71.09753166666667,7.6,327214.13048150623,4689762.085034672,19.0,T
1644338440704529731,158,1644338440704086780,,42.340936666666664,-71.097535,7.5,327213.851318452,4689761.906737792,19.0,T
1644338441689865263,159,1644338441689262390,,42.34093333333333,-71.09753666666667,7.5,327213.7048887363,4689761.53998311,19.0,T
1644338442706278270,160,1644338442705838680,,42.34093166666667,-71.09753833333333,7.5,327213.56302446674,4689761.358299261,19.0,T
1644338443707489447,161,1644338443707096099,,42.34093,-71.09754,7.5,327213.42116018804,4689761.176615415,19.0,T
1644338444690403962,162,1644338444690013170,,42.34092833333333,-71.09754166666667,7.4,327213.2792959042,4689760.994931571,19.0,T
1644338445708050473,163,1644338445707604885,,42.340925,-71.097545,7.4,327212.9955673132,4689760.631563893,19.0,T
1644338446708689190,164,1644338446708247661,,42.340923333333336,-71.09754666666667,7.3,327212.85370300594,4689760.449880059,19.0,T
1644338447692982986,165,1644338447692471742,,42.34092,-71.09754833333334,7.3,327212.70727321465,4689760.083125394,19.0,T
1644338448694008058,166,1644338448693308115,,42.340918333333335,-71.09755166666666,7.2,327212.42811004556,4689759.904828569,19.0,T
1644338449692218493,167,1644338449691827774,,42.340915,-71.09755333333334,7.2,327212.2816802225,4689759.538073914,19.0,T
1644338450690116077,168,1644338450689429283,,42.34091166666666,-71.09755666666666,7.2,327211.9979515246,4689759.174706273,19.0,T
1644338451696934633,169,1644338451696035861,,42.34091,-71.09755833333334,7.1,327211.856087164,4689758.993022457,19.0,T
1644338452694917728,170,1644338452694424629,,42.34090666666667,-71.09756166666666,7.1,327211.5723584255,4689758.629654832,19.0,T
1644338453694958612,171,1644338453694447040,,42.34090333333333,-71.09756333333333,7.1,327211.4259285354,4689758.262900192,19.0,T
1644338454713039034,172,1644338454712595224,,42.34090166666667,-71.09756666666667,7.0,327211.1467652622,4689758.084603415,19.0,T
1644338455697016808,173,1644338455696575164,,42.340898333333335,-71.09757,7.0,327210.86303645023,4689757.721235819,19.0,T
