%time,field.header.seq,field.header.stamp,field.header.frame_id,field.latitude,field.longitude,field.altitude,field.utm_easting,field.utm_northing,field.zone,field.letter
1644337230126231170,373,1644337230125392198,,42.340691666666665,-71.09821,8.1,327157.5739653935,4689736.073272346,19.0,T
1644337231109691853,374,1644337231109377622,,42.340691666666665,-71.09821,8.1,327157.5739653935,4689736.073272346,19.0,T
1644337232119712549,375,1644337232119275331,,42.340691666666665,-71.09821,8.1,327157.5739653935,4689736.073272346,19.0,T
1644337233127951490,376,1644337233127513170,,42.340691666666665,-71.09821,8.1,327157.5739653935,4689736.073272346,19.0,T
1644337234111038554,377,1644337234110707521,,42.340691666666665,-71.09821,8.1,327157.5739653935,4689736.073272346,19.0,T
1644337235111237726,378,1644337235110797643,,42.340691666666665,-71.09821,8.1,327157.5739653935,4689736.073272346,19.0,T
1644337236111252125,379,1644337236110810279,,42.340691666666665,-71.09821,8.1,327157.5739653935,4689736.073272346,19.0,T
1644337237129358188,380,1644337237128922462,,42.340691666666665,-71.09821,8.1,327157.5739653935,4689736.073272346,19.0,T
1644337238128487331,381,1644337238128047466,,42.340691666666665,-71.09821,8.1,327157.5739653935,4689736.073272346,19.0,T
1644337239135722908,382,1644337239135380268,,42.340691666666665,-71.09821,8.1,327157.5739653935,4689736.073272346,19.0,T
1644337240124464785,383,1644337240123958349,,42.340691666666665,-71.09821,8.1,327157.5739653935,4689736.073272346,19.0,T
1644337241130290422,384,1644337241129853725,,42.340691666666665,-71.09821,8.1,327157.5739653935,4689736.073272346,19.0,T
1644337242131330822,385,1644337242130739927,,42.340691666666665,-71.09821,8.1,327157.5739653935,4689736.073272346,19.0,T
1644337243115160857,386,1644337243114726305,,42.340691666666665,-71.09821,8.1,327157.5739653935,4689736.073272346,19.0,T
1644337244132675818,387,1644337244131832838,,42.340691666666665,-71.09821,8.1,327157.5739653935,4689736.073272346,19.0,T
1644337245133102653,388,1644337245132663726,,42.340691666666665,-71.09821,8.1,327157.5739653935,4689736.073272346,19.0,T
1644337246110862910,389,1644337246110416412,,42.340691666666665,-71.09821,8.1,327157.5739653935,4689736.073272346,19.0,T
1644337247133655865,390,1644337247133199691,,42.340691666666665,-71.09821,8.1,327157.5739653935,4689736.073272346,19.0,T
1644337248134587880,391,1644337248134147167,,42.340691666666665,-71.09821,8.1,327157.5739653935,4689736.073272346,19.0,T
1644337249118170856,392,1644337249117577552,,42.340691666666665,-71.09821,8.1,327157.5739653935,4689736.073272346,19.0,T
1644337250113214082,393,1644337250112775325,,42.340691666666665,-71.09821,8.1,327157.5739653935,4689736.073272346,19.0,T
1644337251120346601,394,1644337251119901418,,42.340691666666665,-71.09821,8.1,327157.5739653935,4689736.073272346,19.0,T
1644337252130505616,395,1644337252130013465,,42.340691666666665,-71.09821,8.1,327157.5739653935,4689736.073272346,19.0,T
1644337253119746563,396,1644337253119310140,,42.340691666666665,-71.09821,8.1,327157.5739653935,4689736.073272346,19.0,T
1644337254121243873,397,1644337254120796680,,42.340691666666665,-71.09821,8.1,327157.5739653935,4689736.073272346,19.0,T
1644337255121740147,398,1644337255121299266,,42.340691666666665,-71.09821,8.1,327157.5739653935,4689736.073272346,19.0,T
